company,folder_name,total_articles,incident_count,raw_incident_risk_score,environmental_articles,environmental_risk,social_articles,social_risk,governance_articles,governance_risk,final_weighted_esg_score,article_age_days_avg,article_age_days_environmental_avg,article_age_days_social_avg,article_age_days_governance_avg,time_weight_avg,time_weight_environmental_avg,time_weight_social_avg,time_weight_governance_avg,severity_avg,severity_environmental_avg,severity_social_avg,severity_governance_avg,environmental_weight,social_weight,governance_weight,environmental_raw_score,social_raw_score,governance_raw_score,raw_score,environmental_weighted_score,social_weighted_score,governance_weighted_score,final_walk_esg_risk,data_coverage_flag,final_walk_esg_score
ELGI EQUIPMENTS LTD,ELGI_EQUIPMENTS_LTD,1,1,1.2761,0,0.0,0,0.0,1,1.2761,0.3318,59.0,0.0,0.0,59.0,0.8507,0.0,0.0,0.8507,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.2761,1.2761,0.0,0.0,0.3318,0.3318,incidents_found,0.3318
EMAMI LTD,EMAMI_LTD,4,3,5.532,0,0.0,1,2.4583,3,3.0737,1.5612,169.5,0.0,189.0,163.0,0.6669,0.0,0.5958,0.6906,2.125,0.0,3.0,1.8333,0.44,0.31,0.26,0.0,2.4583,3.0737,5.532,0.0,0.7621,0.7992,1.5612,incidents_found,1.5612
EMCURE PHARMACEUTICALS LTD,EMCURE_PHARMACEUTICALS_LTD,3,2,2.6863,0,0.0,1,0.0,2,2.6863,0.6984,143.0,0.0,93.0,168.0,0.694,0.0,0.7751,0.6535,1.8333,0.0,1.0,2.25,0.44,0.31,0.26,0.0,0.0,2.6863,2.6863,0.0,0.0,0.6984,0.6984,incidents_found,0.6984
ENDURANCE TECHNOLOGIES LTD,ENDURANCE_TECHNOLOGIES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
ENGINEERS INDIA LTD,ENGINEERS_INDIA_LTD,16,11,19.5419,7,2.732,2,2.0471,7,14.7629,5.675,303.5,170.14,196.5,467.43,0.5489,0.6671,0.5928,0.4182,2.0,1.4286,1.25,2.7857,0.44,0.31,0.26,2.732,2.0471,14.7629,19.5419,1.2021,0.6346,3.8384,5.675,incidents_found,5.675
ERIS LIFESCIENCES LTD,ERIS_LIFESCIENCES_LTD,1,1,1.0429,0,0.0,0,0.0,1,1.0429,0.2711,218.0,0.0,0.0,218.0,0.5503,0.0,0.0,0.5503,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.0429,1.0429,0.0,0.0,0.2711,0.2711,incidents_found,0.2711
ESCORTS KUBOTA LTD,ESCORTS_KUBOTA_LTD,4,3,2.9874,1,0.0,0,0.0,3,2.9874,0.7767,254.5,233.0,0.0,261.67,0.5305,0.5282,0.0,0.5313,1.75,1.0,0.0,2.0,0.44,0.31,0.26,0.0,0.0,2.9874,2.9874,0.0,0.0,0.7767,0.7767,incidents_found,0.7767
ETERNAL LTD,ETERNAL_LTD,12,9,11.8413,1,0.0,5,8.4172,6,3.4242,3.4996,325.58,258.0,77.8,543.33,0.5736,0.4932,0.8081,0.3916,1.75,1.0,1.8,1.8333,0.44,0.31,0.26,0.0,8.4172,3.4242,11.8413,0.0,2.6093,0.8903,3.4996,incidents_found,3.4996
EXIDE INDUSTRIES LTD,EXIDE_INDUSTRIES_LTD,2,1,1.7695,0,0.0,1,1.7695,1,0.0,0.5485,125.5,0.0,204.0,47.0,0.7255,0.0,0.5718,0.8792,1.25,0.0,1.5,1.0,0.44,0.31,0.26,0.0,1.7695,0.0,1.7695,0.0,0.5485,0.0,0.5485,incidents_found,0.5485
FEDERAL BANK LTD,FEDERAL_BANK_LTD,13,13,18.707,3,3.8807,3,4.5735,7,10.2527,5.791,529.08,462.67,254.0,675.43,0.3853,0.3542,0.6376,0.2906,3.0,3.0,3.0,3.0,0.44,0.31,0.26,3.8807,4.5735,10.2527,18.707,1.7075,1.4178,2.6657,5.791,incidents_found,5.791
FERTILISERS  CHEM TRAVANCR,FERTILISERS__CHEM_TRAVANCR,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
FINOLEX CABLES LTD,FINOLEX_CABLES_LTD,3,2,0.5229,1,0.1303,0,0.0,2,0.3926,0.1594,1073.67,716.0,0.0,1252.5,0.0813,0.1406,0.0,0.0517,1.8333,1.5,0.0,2.0,0.44,0.31,0.26,0.1303,0.0,0.3926,0.5229,0.0573,0.0,0.1021,0.1594,incidents_found,0.1594
FINOLEX INDUSTRIES LTD,FINOLEX_INDUSTRIES_LTD,2,2,2.0682,0,0.0,0,0.0,2,2.0682,0.5377,46.5,0.0,0.0,46.5,0.8804,0.0,0.0,0.8804,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,2.0682,2.0682,0.0,0.0,0.5377,0.5377,incidents_found,0.5377
FIRSTSOURCE SOLUTIONS LTD,FIRSTSOURCE_SOLUTIONS_LTD,1,0,0.0,1,0.0,0,0.0,0,0.0,0.0,227.0,227.0,0.0,0.0,0.5369,0.5369,0.0,0.0,1.0,1.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
FIVE-STAR BUSINESS FINANCE L,FIVE-STAR_BUSINESS_FINANCE_L,3,2,2.6159,0,0.0,0,0.0,3,2.6159,0.6801,50.0,0.0,0.0,50.0,0.872,0.0,0.0,0.872,1.3333,0.0,0.0,1.3333,0.44,0.31,0.26,0.0,0.0,2.6159,2.6159,0.0,0.0,0.6801,0.6801,incidents_found,0.6801
FORCE MOTORS LTD,FORCE_MOTORS_LTD,5,4,4.9722,1,0.0,1,0.029,3,4.9432,1.2942,500.8,827.0,1440.0,79.0,0.5117,0.1038,0.0193,0.8118,1.7,1.0,1.5,2.0,0.44,0.31,0.26,0.0,0.029,4.9432,4.9722,0.0,0.009,1.2852,1.2942,incidents_found,1.2942
FORTIS HEALTHCARE LTD,FORTIS_HEALTHCARE_LTD,1,1,0.0326,0,0.0,0,0.0,1,0.0326,0.0085,1398.0,0.0,0.0,1398.0,0.0217,0.0,0.0,0.0217,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.0326,0.0326,0.0,0.0,0.0085,0.0085,incidents_found,0.0085
FSN E-COMMERCE VENTURES LTD,FSN_E-COMMERCE_VENTURES_LTD,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,912.0,0.0,0.0,912.0,0.0822,0.0,0.0,0.0822,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
GAIL INDIA LTD,GAIL_INDIA_LTD,16,10,8.3753,7,0.9807,2,0.5351,7,6.8595,2.3809,510.94,316.0,129.5,814.86,0.4913,0.7111,0.718,0.2067,1.9688,1.3571,1.25,2.7857,0.44,0.31,0.26,0.9807,0.5351,6.8595,8.3753,0.4315,0.1659,1.7835,2.3809,incidents_found,2.3809
GARDEN REACH SHIPBUILDERS ,GARDEN_REACH_SHIPBUILDERS_,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GE VERNOVA TD INDIA LTD,GE_VERNOVA_TD_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GENERAL INS CORP OF INDIA,GENERAL_INS_CORP_OF_INDIA,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GILLETTE INDIA LTD,GILLETTE_INDIA_LTD,4,2,0.0546,2,0.0351,1,0.0194,1,0.0,0.0215,1081.0,1275.5,1701.0,72.0,0.2228,0.0304,0.0095,0.821,1.25,1.25,1.5,1.0,0.44,0.31,0.26,0.0351,0.0194,0.0,0.0546,0.0155,0.006,0.0,0.0215,incidents_found,0.0215
GLAND PHARMA LTD,GLAND_PHARMA_LTD,2,1,0.7541,0,0.0,1,0.0,1,0.7541,0.1961,633.5,0.0,1016.0,251.0,0.2823,0.0,0.0618,0.5027,1.25,0.0,1.0,1.5,0.44,0.31,0.26,0.0,0.0,0.7541,0.7541,0.0,0.0,0.1961,0.1961,incidents_found,0.1961
GLAXOSMITHKLINE PHARMACEUTIC,GLAXOSMITHKLINE_PHARMACEUTIC,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GLENMARK PHARMACEUTICALS LTD,GLENMARK_PHARMACEUTICALS_LTD,1,1,1.0334,0,0.0,0,0.0,1,1.0334,0.2687,136.0,0.0,0.0,136.0,0.6889,0.0,0.0,0.6889,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.0334,1.0334,0.0,0.0,0.2687,0.2687,incidents_found,0.2687
GLOBAL HEALTH LTDINDIA,GLOBAL_HEALTH_LTDINDIA,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GMR AIRPORTS LTD,GMR_AIRPORTS_LTD,1,1,0.9415,0,0.0,0,0.0,1,0.9415,0.2448,170.0,0.0,0.0,170.0,0.6277,0.0,0.0,0.6277,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.9415,0.9415,0.0,0.0,0.2448,0.2448,incidents_found,0.2448
GO DIGIT GENERAL INSURANCE L,GO_DIGIT_GENERAL_INSURANCE_L,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GODAWARI POWER AND ISPAT LTD,GODAWARI_POWER_AND_ISPAT_LTD,6,6,12.1696,1,0.7458,5,11.4238,0,0.0,3.8695,152.33,47.0,173.4,0.0,0.6647,0.8792,0.6218,0.0,2.5,1.5,2.7,0.0,0.44,0.31,0.26,0.7458,11.4238,0.0,12.1696,0.3282,3.5414,0.0,3.8695,incidents_found,3.8695
GODFREY PHILLIPS INDIA LTD,GODFREY_PHILLIPS_INDIA_LTD,6,4,12.5871,0,0.0,0,0.0,6,12.5871,3.2726,293.67,0.0,0.0,293.67,0.5325,0.0,0.0,0.5325,2.0833,0.0,0.0,2.0833,0.44,0.31,0.26,0.0,0.0,12.5871,12.5871,0.0,0.0,3.2726,3.2726,incidents_found,3.2726
GODREJ AGROVET LTD,GODREJ_AGROVET_LTD,5,4,5.2817,2,0.7317,0,0.0,3,4.55,1.505,247.6,362.5,0.0,171.0,0.5294,0.3845,0.0,0.6259,1.6,1.25,0.0,1.8333,0.44,0.31,0.26,0.7317,0.0,4.55,5.2817,0.322,0.0,1.183,1.505,incidents_found,1.505
GODREJ CONSUMER PRODUCTS LTD,GODREJ_CONSUMER_PRODUCTS_LTD,4,1,1.2382,0,0.0,2,0.0,2,1.2382,0.3219,382.25,0.0,221.0,543.5,0.505,0.0,0.5664,0.4436,1.125,0.0,1.0,1.25,0.44,0.31,0.26,0.0,0.0,1.2382,1.2382,0.0,0.0,0.3219,0.3219,incidents_found,0.3219
GODREJ INDUSTRIES LTD,GODREJ_INDUSTRIES_LTD,5,4,1.2696,4,1.0921,1,0.1775,0,0.0,0.5355,601.8,592.5,639.0,0.0,0.2176,0.2286,0.1737,0.0,1.4,1.375,1.5,0.0,0.44,0.31,0.26,1.0921,0.1775,0.0,1.2696,0.4805,0.055,0.0,0.5355,incidents_found,0.5355
GODREJ PROPERTIES LTD,GODREJ_PROPERTIES_LTD,8,6,7.0722,1,0.0006,4,2.6739,3,4.3976,1.9726,562.38,2943.0,101.75,383.0,0.525,0.0003,0.7804,0.3594,1.9375,1.5,1.25,3.0,0.44,0.31,0.26,0.0006,2.6739,4.3976,7.0722,0.0003,0.8289,1.1434,1.9726,incidents_found,1.9726
GRANULES INDIA LTD,GRANULES_INDIA_LTD,10,6,2.2555,7,1.5677,0,0.0,3,0.6878,0.8686,825.9,721.71,0.0,1069.0,0.2715,0.2766,0.0,0.2595,1.3,1.3571,0.0,1.1667,0.44,0.31,0.26,1.5677,0.0,0.6878,2.2555,0.6898,0.0,0.1788,0.8686,incidents_found,0.8686
GRAPHITE INDIA LTD,GRAPHITE_INDIA_LTD,9,5,4.7272,7,4.7272,1,0.0,1,0.0,2.08,300.78,185.0,41.0,1371.0,0.583,0.6186,0.8938,0.0234,1.2778,1.3571,1.0,1.0,0.44,0.31,0.26,4.7272,0.0,0.0,4.7272,2.08,0.0,0.0,2.08,incidents_found,2.08
GRASIM INDUSTRIES LTD,GRASIM_INDUSTRIES_LTD,12,4,2.5398,7,1.5325,4,1.0073,1,0.0,0.9866,242.83,148.71,416.75,206.0,0.5799,0.6751,0.4159,0.5687,1.2917,1.1429,1.625,1.0,0.44,0.31,0.26,1.5325,1.0073,0.0,2.5398,0.6743,0.3123,0.0,0.9866,incidents_found,0.9866
GRAVITA INDIA LTD,GRAVITA_INDIA_LTD,3,2,1.7198,0,0.0,0,0.0,3,1.7198,0.4471,54.67,0.0,0.0,54.67,0.8609,0.0,0.0,0.8609,1.3333,0.0,0.0,1.3333,0.44,0.31,0.26,0.0,0.0,1.7198,1.7198,0.0,0.0,0.4471,0.4471,incidents_found,0.4471
GREAT EASTERN SHIPPING CO,GREAT_EASTERN_SHIPPING_CO,1,1,0.7034,0,0.0,0,0.0,1,0.7034,0.1829,49.0,0.0,0.0,49.0,0.8744,0.0,0.0,0.8744,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.7034,0.7034,0.0,0.0,0.1829,0.1829,incidents_found,0.1829
GUJARAT FLUOROCHEMICALS LTD,GUJARAT_FLUOROCHEMICALS_LTD,3,3,3.8348,0,0.0,1,1.5407,2,2.2941,1.0741,164.0,0.0,189.0,151.5,0.6398,0.0,0.5958,0.6618,1.8333,0.0,2.0,1.75,0.44,0.31,0.26,0.0,1.5407,2.2941,3.8348,0.0,0.4776,0.5965,1.0741,incidents_found,1.0741
GUJARAT GAS LTD,GUJARAT_GAS_LTD,1,1,0.0647,0,0.0,1,0.0647,0,0.0,0.02,1533.0,0.0,1533.0,0.0,0.015,0.0,0.015,0.0,3.0,0.0,3.0,0.0,0.44,0.31,0.26,0.0,0.0647,0.0,0.0647,0.0,0.02,0.0,0.02,incidents_found,0.02
GUJARAT MINERAL DEV CORP LTD,GUJARAT_MINERAL_DEV_CORP_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
GUJARAT STATE PETRONET LTD,GUJARAT_STATE_PETRONET_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HAPPIEST MINDS TECHNOLOGIES,HAPPIEST_MINDS_TECHNOLOGIES,2,1,0.7743,0,0.0,0,0.0,2,0.7743,0.2013,183.5,0.0,0.0,183.5,0.6162,0.0,0.0,0.6162,2.0,0.0,0.0,2.0,0.44,0.31,0.26,0.0,0.0,0.7743,0.7743,0.0,0.0,0.2013,0.2013,incidents_found,0.2013
HAVELLS INDIA LTD,HAVELLS_INDIA_LTD,13,7,8.9257,6,0.7479,3,0.7145,4,7.4633,2.491,400.54,130.0,1044.33,323.5,0.5479,0.7079,0.1766,0.5864,1.3846,1.0833,1.3333,1.875,0.44,0.31,0.26,0.7479,0.7145,7.4633,8.9257,0.3291,0.2215,1.9404,2.491,incidents_found,2.491
HBL ENGINEERING LTD,HBL_ENGINEERING_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HCL TECHNOLOGIES LTD,HCL_TECHNOLOGIES_LTD,5,5,2.1355,2,0.9541,3,1.1814,0,0.0,0.786,771.0,429.5,998.67,0.0,0.2417,0.4251,0.1194,0.0,1.8,1.5,2.0,0.0,0.44,0.31,0.26,0.9541,1.1814,0.0,2.1355,0.4198,0.3662,0.0,0.786,incidents_found,0.786
HDFC ASSET MANAGEMENT CO LTD,HDFC_ASSET_MANAGEMENT_CO_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HDFC BANK LIMITED,HDFC_BANK_LIMITED,17,17,29.1681,6,2.9052,4,8.3351,7,17.9278,8.5234,434.71,840.67,168.75,238.71,0.4712,0.2413,0.7148,0.529,3.0,3.0,3.0,3.0,0.44,0.31,0.26,2.9052,8.3351,17.9278,29.1681,1.2783,2.5839,4.6612,8.5234,incidents_found,8.5234
HDFC LIFE INSURANCE CO LTD,HDFC_LIFE_INSURANCE_CO_LTD,7,2,1.6668,0,0.0,3,0.0,4,1.6668,0.4334,250.57,0.0,244.0,255.5,0.5704,0.0,0.5758,0.5663,1.3571,0.0,1.0,1.625,0.44,0.31,0.26,0.0,0.0,1.6668,1.6668,0.0,0.0,0.4334,0.4334,incidents_found,0.4334
HEG LTD,HEG_LTD,1,0,0.0,1,0.0,0,0.0,0,0.0,0.0,58.0,58.0,0.0,0.0,0.8531,0.8531,0.0,0.0,1.0,1.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
HERO MOTOCORP LTD,HERO_MOTOCORP_LTD,10,4,0.957,5,0.4406,4,0.5164,1,0.0,0.3539,511.5,763.4,314.0,42.0,0.4405,0.2674,0.5443,0.8913,1.2,1.3,1.125,1.0,0.44,0.31,0.26,0.4406,0.5164,0.0,0.957,0.1939,0.1601,0.0,0.3539,incidents_found,0.3539
HEXAWARE TECHNOLOGIES LTD,HEXAWARE_TECHNOLOGIES_LTD,2,2,0.8244,1,0.553,1,0.2714,0,0.0,0.3275,410.5,197.0,624.0,0.0,0.3819,0.5829,0.1809,0.0,1.5,1.5,1.5,0.0,0.44,0.31,0.26,0.553,0.2714,0.0,0.8244,0.2433,0.0841,0.0,0.3275,incidents_found,0.3275
HFCL LTD,HFCL_LTD,3,2,2.7686,1,1.5372,0,0.0,2,1.2315,0.9965,127.33,98.0,0.0,142.0,0.715,0.7645,0.0,0.6902,1.3333,1.5,0.0,1.25,0.44,0.31,0.26,1.5372,0.0,1.2315,2.7686,0.6764,0.0,0.3202,0.9965,incidents_found,0.9965
HIMADRI SPECIALITY CHEMICAL,HIMADRI_SPECIALITY_CHEMICAL,7,4,2.8334,5,0.9689,0,0.0,2,1.8644,0.9111,247.57,267.6,0.0,197.5,0.526,0.4878,0.0,0.6215,1.2857,1.2,0.0,1.5,0.44,0.31,0.26,0.9689,0.0,1.8644,2.8334,0.4263,0.0,0.4848,0.9111,incidents_found,0.9111
HINDALCO INDUSTRIES LTD,HINDALCO_INDUSTRIES_LTD,18,11,12.6313,7,0.028,6,7.2995,5,5.3039,3.6541,435.61,628.43,272.33,361.6,0.4702,0.3617,0.6017,0.4644,1.5833,1.0714,1.6667,2.2,0.44,0.31,0.26,0.028,7.2995,5.3039,12.6313,0.0123,2.2628,1.379,3.6541,incidents_found,3.6541
HINDUSTAN AERONAUTICS LTD,HINDUSTAN_AERONAUTICS_LTD,7,6,6.7544,1,0.5442,1,0.0188,5,6.1914,1.855,643.29,224.0,1721.0,511.6,0.2894,0.5413,0.009,0.2951,2.2857,1.5,1.5,2.6,0.44,0.31,0.26,0.5442,0.0188,6.1914,6.7544,0.2394,0.0058,1.6098,1.855,incidents_found,1.855
HINDUSTAN COPPER LTD,HINDUSTAN_COPPER_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HINDUSTAN PETROLEUM CORP,HINDUSTAN_PETROLEUM_CORP,19,15,11.9718,7,0.6774,5,0.3456,7,10.9488,3.2519,691.68,480.86,1555.0,285.86,0.407,0.4818,0.0327,0.5995,1.8947,1.6429,1.8,2.2143,0.44,0.31,0.26,0.6774,0.3456,10.9488,11.9718,0.2981,0.1071,2.8467,3.2519,incidents_found,3.2519
HINDUSTAN UNILEVER LTD,HINDUSTAN_UNILEVER_LTD,16,5,2.1988,7,0.6776,2,0.0566,7,1.4647,0.6965,457.5,289.14,1087.5,445.86,0.4546,0.5346,0.0628,0.4866,1.3438,1.0714,1.25,1.6429,0.44,0.31,0.26,0.6776,0.0566,1.4647,2.1988,0.2981,0.0175,0.3808,0.6965,incidents_found,0.6965
HINDUSTAN ZINC LTD,HINDUSTAN_ZINC_LTD,18,12,9.9191,7,1.4346,5,2.0941,6,6.3904,2.9419,453.33,638.29,411.2,272.67,0.4592,0.4905,0.35,0.5138,2.0,1.9286,1.7,2.3333,0.44,0.31,0.26,1.4346,2.0941,6.3904,9.9191,0.6312,0.6492,1.6615,2.9419,incidents_found,2.9419
HITACHI ENERGY INDIA LTD,HITACHI_ENERGY_INDIA_LTD,10,5,4.3372,6,1.9911,2,0.0,2,2.3461,1.4861,287.0,128.83,592.5,456.0,0.5566,0.7142,0.1997,0.4406,1.55,1.25,1.0,3.0,0.44,0.31,0.26,1.9911,0.0,2.3461,4.3372,0.8761,0.0,0.61,1.4861,incidents_found,1.4861
HOME FIRST FINANCE CO INDIA,HOME_FIRST_FINANCE_CO_INDIA,2,1,1.2315,0,0.0,0,0.0,2,1.2315,0.3202,64.0,0.0,0.0,64.0,0.8394,0.0,0.0,0.8394,1.25,0.0,0.0,1.25,0.44,0.31,0.26,0.0,0.0,1.2315,1.2315,0.0,0.0,0.3202,0.3202,incidents_found,0.3202
HONASA CONSUMER LTD,HONASA_CONSUMER_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HONEYWELL AUTOMATION INDIA,HONEYWELL_AUTOMATION_INDIA,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,79.0,0.0,0.0,79.0,0.8054,0.0,0.0,0.8054,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
HOUSING  URBAN DEV CORP LTD,HOUSING__URBAN_DEV_CORP_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
HYUNDAI MOTOR INDIA LTD,HYUNDAI_MOTOR_INDIA_LTD,14,6,5.9575,7,0.9909,4,2.3146,3,2.652,1.8431,524.5,624.14,324.75,558.33,0.4279,0.3537,0.4335,0.5937,1.3214,1.2857,1.375,1.3333,0.44,0.31,0.26,0.9909,2.3146,2.652,5.9575,0.436,0.7175,0.6895,1.8431,incidents_found,1.8431
ICICI BANK LTD,ICICI_BANK_LTD,18,18,31.1398,4,2.5919,7,12.7762,7,15.7717,9.2017,334.11,453.5,179.14,420.86,0.5035,0.3143,0.6641,0.4511,3.0,3.0,3.0,3.0,0.44,0.31,0.26,2.5919,12.7762,15.7717,31.1398,1.1404,3.9606,4.1007,9.2017,incidents_found,9.2017
ICICI LOMBARD GENERAL INSURA,ICICI_LOMBARD_GENERAL_INSURA,11,6,10.6083,1,0.0,6,2.1561,4,8.4522,2.8659,73.09,64.0,65.83,86.25,0.8209,0.8392,0.8358,0.794,1.5455,1.0,1.1667,2.25,0.44,0.31,0.26,0.0,2.1561,8.4522,10.6083,0.0,0.6684,2.1976,2.8659,incidents_found,2.8659
ICICI PRUDENTIAL LIFE INSURA,ICICI_PRUDENTIAL_LIFE_INSURA,5,3,4.3485,0,0.0,2,0.0,3,4.3485,1.1306,338.8,0.0,582.5,176.33,0.5818,0.0,0.4495,0.6699,1.6,0.0,1.0,2.0,0.44,0.31,0.26,0.0,0.0,4.3485,4.3485,0.0,0.0,1.1306,1.1306,incidents_found,1.1306
IDBI BANK LTD,IDBI_BANK_LTD,6,6,13.6757,0,0.0,2,3.2636,4,10.4121,3.7189,165.0,0.0,146.5,174.25,0.6516,0.0,0.6887,0.6331,3.0,0.0,3.0,3.0,0.44,0.31,0.26,0.0,3.2636,10.4121,13.6757,0.0,1.0117,2.7072,3.7189,incidents_found,3.7189
IDFC FIRST BANK LTD,IDFC_FIRST_BANK_LTD,3,3,4.0544,0,0.0,1,0.017,2,4.0374,1.055,747.33,0.0,1743.0,249.5,0.3489,0.0,0.0084,0.5191,3.0,0.0,3.0,3.0,0.44,0.31,0.26,0.0,0.017,4.0374,4.0544,0.0,0.0053,1.0497,1.055,incidents_found,1.055
IFCI LTD,IFCI_LTD,8,2,2.2905,0,0.0,1,0.0015,7,2.2889,0.5956,431.62,0.0,2422.0,147.29,0.5875,0.0,0.0013,0.6712,1.1875,0.0,1.5,1.1429,0.44,0.31,0.26,0.0,0.0015,2.2889,2.2905,0.0,0.0005,0.5951,0.5956,incidents_found,0.5956
IIFL FINANCE LTD,IIFL_FINANCE_LTD,4,4,4.9135,0,0.0,1,0.9876,3,3.9259,1.3269,145.75,0.0,41.0,180.67,0.7235,0.0,0.8938,0.6668,2.0,0.0,1.5,2.1667,0.44,0.31,0.26,0.0,0.9876,3.9259,4.9135,0.0,0.3061,1.0207,1.3269,incidents_found,1.3269
INDEGENE LTD,INDEGENE_LTD,6,1,0.5874,0,0.0,0,0.0,6,0.5874,0.1527,382.0,0.0,0.0,382.0,0.5397,0.0,0.0,0.5397,1.0833,0.0,0.0,1.0833,0.44,0.31,0.26,0.0,0.0,0.5874,0.5874,0.0,0.0,0.1527,0.1527,incidents_found,0.1527
