company,folder_name,total_articles,incident_count,raw_incident_risk_score,environmental_articles,environmental_risk,social_articles,social_risk,governance_articles,governance_risk,final_weighted_esg_score,article_age_days_avg,article_age_days_environmental_avg,article_age_days_social_avg,article_age_days_governance_avg,time_weight_avg,time_weight_environmental_avg,time_weight_social_avg,time_weight_governance_avg,severity_avg,severity_environmental_avg,severity_social_avg,severity_governance_avg,environmental_weight,social_weight,governance_weight,environmental_raw_score,social_raw_score,governance_raw_score,raw_score,environmental_weighted_score,social_weighted_score,governance_weighted_score,final_walk_esg_risk,data_coverage_flag,final_walk_esg_score
360 ONE WAM LTD,360_ONE_WAM_LTD,21,0,0.0,7,0.0,7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
3M INDIA LTD,3M_INDIA_LTD,21,0,0.0,7,0.0,7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
AADHAR HOUSING FINANCE LTD,AADHAR_HOUSING_FINANCE_LTD,21,0,0.0,7,0.0,7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
AARTI INDUSTRIES LIMITED,AARTI_INDUSTRIES_LIMITED,21,0,0.0,7,0.0,7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
AAVAS FINANCIERS LTD,AAVAS_FINANCIERS_LTD,15,1,1.2622,7,0.0,7,0.0,1,1.2622,0.3282,63.0,0.0,0.0,63.0,0.8415,0.0,0.0,0.8415,0.1,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.2622,1.2622,0.0,0.0,0.3282,0.3282,incidents_found,0.3282
ABB INDIA LTD,ABB_INDIA_LTD,12,7,3.0608,7,3.0608,3,0.0,2,0.0,1.3468,575.7,671.71,351.67,0.0,0.3167,0.2736,0.4171,0.0,1.25,1.7143,1.0,0.0,0.44,0.31,0.26,3.0608,0.0,0.0,3.0608,1.3468,0.0,0.0,1.3468,incidents_found,1.3468
ABBOTT INDIA LTD,ABBOTT_INDIA_LTD,5,2,1.9969,0,0.0,2,1.9969,3,0.0,0.619,336.0,0.0,336.0,0.0,0.5223,0.0,0.5223,0.0,0.7,0.0,1.75,0.0,0.44,0.31,0.26,0.0,1.9969,0.0,1.9969,0.0,0.619,0.0,0.619,incidents_found,0.619
ACC LTD,ACC_LTD,5,0,0.0,5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
ACME SOLAR HOLDINGS LTD,ACME_SOLAR_HOLDINGS_LTD,9,2,3.6413,7,0.0,0,0.0,2,3.6413,0.9467,309.22,361.0,0.0,128.0,0.6298,0.6057,0.0,0.7144,1.2778,1.0,0.0,2.25,0.44,0.31,0.26,0.0,0.0,3.6413,3.6413,0.0,0.0,0.9467,0.9467,incidents_found,0.9467
ACTION CONSTRUCTION EQUIPMEN,ACTION_CONSTRUCTION_EQUIPMEN,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
ADANI ENERGY SOLUTIONS LTD,ADANI_ENERGY_SOLUTIONS_LTD,9,3,2.587,6,0.6109,0,0.0,3,1.9761,0.7826,141.38,149.67,0.0,116.5,0.694,0.6811,0.0,0.7327,1.2222,1.0833,0.0,1.5,0.44,0.31,0.26,0.6109,0.0,1.9761,2.587,0.2688,0.0,0.5138,0.7826,incidents_found,0.7826
ADANI ENTERPRISES LTD,ADANI_ENTERPRISES_LTD,7,0,0.0,0,0.0,0,0.0,7,0.0,0.0,54.0,0.0,0.0,54.0,0.8625,0.0,0.0,0.8625,0.1429,0.0,0.0,0.1429,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
ADANI GREEN ENERGY LTD,ADANI_GREEN_ENERGY_LTD,15,2,1.4964,7,0.7164,1,0.0,7,0.78,0.518,289.5,309.5,175.0,324.0,0.5115,0.5096,0.6191,0.4116,0.4667,0.6429,1.0,0.2143,0.44,0.31,0.26,0.7164,0.0,0.78,1.4964,0.3152,0.0,0.2028,0.518,incidents_found,0.518
ADANI PORTS AND SPECIAL ECON,ADANI_PORTS_AND_SPECIAL_ECON,13,5,3.9937,7,1.4573,0,0.0,6,2.5364,1.3007,378.36,542.29,0.0,91.5,0.4832,0.3125,0.0,0.7819,1.0385,1.2143,0.0,0.8333,0.44,0.31,0.26,1.4573,0.0,2.5364,3.9937,0.6412,0.0,0.6595,1.3007,incidents_found,1.3007
ADANI POWER LTD,ADANI_POWER_LTD,17,6,7.8282,7,3.62,7,0.0,3,4.2083,2.6869,95.62,92.8,0.0,100.33,0.7708,0.7755,0.0,0.763,0.7353,1.0,0.0,1.8333,0.44,0.31,0.26,3.62,0.0,4.2083,7.8282,1.5928,0.0,1.0941,2.6869,incidents_found,2.6869
ADANI TOTAL GAS LTD,ADANI_TOTAL_GAS_LTD,5,1,1.2382,2,0.0,1,0.0,2,1.2382,0.3219,453.0,667.5,805.0,62.5,0.4281,0.1723,0.1102,0.8428,1.1,1.0,1.0,1.25,0.44,0.31,0.26,0.0,0.0,1.2382,1.2382,0.0,0.0,0.3219,0.3219,incidents_found,0.3219
ADITYA BIRLA CAPITAL LTD,ADITYA_BIRLA_CAPITAL_LTD,5,1,0.9558,3,0.9558,1,0.0,1,0.0,0.4205,416.2,193.33,97.0,1404.0,0.5174,0.5997,0.7666,0.0214,1.1,1.1667,1.0,1.0,0.44,0.31,0.26,0.9558,0.0,0.0,0.9558,0.4205,0.0,0.0,0.4205,incidents_found,0.4205
ADITYA BIRLA FASHION AND RET,ADITYA_BIRLA_FASHION_AND_RET,3,1,0.3088,2,0.3088,1,0.0,0,0.0,0.1359,250.0,437.0,63.0,0.0,0.5717,0.302,0.8415,0.0,0.8333,0.75,1.0,0.0,0.44,0.31,0.26,0.3088,0.0,0.0,0.3088,0.1359,0.0,0.0,0.1359,incidents_found,0.1359
ADITYA BIRLA LIFESTYLE BRAND,ADITYA_BIRLA_LIFESTYLE_BRAND,8,0,0.0,2,0.0,1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
ADITYA BIRLA REAL ESTATE LTD,ADITYA_BIRLA_REAL_ESTATE_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
ADITYA BIRLA SUN LIFE AMC LT,ADITYA_BIRLA_SUN_LIFE_AMC_LT,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AEGIS LOGISTICS LTD,AEGIS_LOGISTICS_LTD,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,248.0,0.0,0.0,248.0,0.5069,0.0,0.0,0.5069,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
AEGIS VOPAK TERMINALS LTD,AEGIS_VOPAK_TERMINALS_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AFCONS INFRASTUCTURE LTD,AFCONS_INFRASTUCTURE_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AFFLE 3I LTD,AFFLE_3I_LTD,3,3,2.4739,0,0.0,3,2.4739,0,0.0,0.7669,133.0,0.0,133.0,0.0,0.7224,0.0,0.7224,0.0,1.5,0.0,1.5,0.0,0.44,0.31,0.26,0.0,2.4739,0.0,2.4739,0.0,0.7669,0.0,0.7669,incidents_found,0.7669
AIA ENGINEERING LTD,AIA_ENGINEERING_LTD,3,1,1.3152,0,0.0,0,0.0,3,1.3152,0.3419,93.67,0.0,0.0,93.67,0.7853,0.0,0.0,0.7853,1.1667,0.0,0.0,1.1667,0.44,0.31,0.26,0.0,0.0,1.3152,1.3152,0.0,0.0,0.3419,0.3419,incidents_found,0.3419
AJANTA PHARMA LTD,AJANTA_PHARMA_LTD,1,1,1.2315,0,0.0,0,0.0,1,1.2315,0.3202,72.0,0.0,0.0,72.0,0.821,0.0,0.0,0.821,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.2315,1.2315,0.0,0.0,0.3202,0.3202,incidents_found,0.3202
AKUMS DRUGS  PHARMACEUTICAL,AKUMS_DRUGS__PHARMACEUTICAL,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AKZO NOBEL INDIA LTD,AKZO_NOBEL_INDIA_LTD,4,2,0.1817,1,0.0,2,0.1817,1,0.0,0.0563,636.5,253.0,1112.0,69.0,0.3583,0.5,0.0526,0.8278,1.25,1.0,1.5,1.0,0.44,0.31,0.26,0.0,0.1817,0.0,0.1817,0.0,0.0563,0.0,0.0563,incidents_found,0.0563
ALEMBIC PHARMACEUTICALS LTD,ALEMBIC_PHARMACEUTICALS_LTD,1,1,0.896,0,0.0,0,0.0,1,0.896,0.233,42.0,0.0,0.0,42.0,0.8913,0.0,0.0,0.8913,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.896,0.896,0.0,0.0,0.233,0.233,incidents_found,0.233
ALKEM LABORATORIES LTD,ALKEM_LABORATORIES_LTD,4,1,0.2562,0,0.0,3,0.0,1,0.2562,0.0666,323.25,0.0,180.33,752.0,0.503,0.0,0.6282,0.1274,1.125,0.0,1.0,1.5,0.44,0.31,0.26,0.0,0.0,0.2562,0.2562,0.0,0.0,0.0666,0.0666,incidents_found,0.0666
ALKYL AMINES CHEMICALS LTD,ALKYL_AMINES_CHEMICALS_LTD,4,4,3.334,0,0.0,2,1.697,2,1.637,0.9517,323.75,0.0,445.5,202.0,0.4624,0.0,0.2951,0.6297,2.0,0.0,2.25,1.75,0.44,0.31,0.26,0.0,1.697,1.637,3.334,0.0,0.5261,0.4256,0.9517,incidents_found,0.9517
ALOK INDUSTRIES LTD,ALOK_INDUSTRIES_LTD,3,3,2.1326,0,0.0,1,1.2416,2,0.8909,0.6166,629.67,0.0,69.0,910.0,0.4746,0.0,0.8278,0.2981,1.5,0.0,1.5,1.5,0.44,0.31,0.26,0.0,1.2416,0.8909,2.1326,0.0,0.3849,0.2316,0.6166,incidents_found,0.6166
AMARA RAJA ENERGY  MOBILITY,AMARA_RAJA_ENERGY__MOBILITY,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AMBER ENTERPRISES INDIA LTD,AMBER_ENTERPRISES_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
AMBUJA CEMENTS LTD,AMBUJA_CEMENTS_LTD,8,3,0.6112,7,0.6112,1,0.0,0,0.0,0.2689,502.25,545.57,199.0,0.0,0.3694,0.3393,0.5797,0.0,1.1875,1.2143,1.0,0.0,0.44,0.31,0.26,0.6112,0.0,0.0,0.6112,0.2689,0.0,0.0,0.2689,incidents_found,0.2689
ANAND RATHI WEALTH LTD,ANAND_RATHI_WEALTH_LTD,2,2,1.3107,0,0.0,0,0.0,2,1.3107,0.3408,183.5,0.0,0.0,183.5,0.6057,0.0,0.0,0.6057,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.3107,1.3107,0.0,0.0,0.3408,0.3408,incidents_found,0.3408
ANANT RAJ LTD,ANANT_RAJ_LTD,1,1,1.1748,0,0.0,0,0.0,1,1.1748,0.3054,159.0,0.0,0.0,159.0,0.6469,0.0,0.0,0.6469,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.1748,1.1748,0.0,0.0,0.3054,0.3054,incidents_found,0.3054
ANGEL ONE LTD,ANGEL_ONE_LTD,7,7,14.0807,0,0.0,0,0.0,7,14.0807,3.661,412.0,0.0,0.0,412.0,0.4264,0.0,0.0,0.4264,2.6429,0.0,0.0,2.6429,0.44,0.31,0.26,0.0,0.0,14.0807,14.0807,0.0,0.0,3.661,3.661,incidents_found,3.661
APAR INDUSTRIES LTD,APAR_INDUSTRIES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
APL APOLLO TUBES LTD,APL_APOLLO_TUBES_LTD,3,1,0.8302,3,0.8302,0,0.0,0,0.0,0.3653,482.67,482.67,0.0,0.0,0.4422,0.4422,0.0,0.0,1.1667,1.1667,0.0,0.0,0.44,0.31,0.26,0.8302,0.0,0.0,0.8302,0.3653,0.0,0.0,0.3653,incidents_found,0.3653
APOLLO HOSPITALS ENTERPRISE,APOLLO_HOSPITALS_ENTERPRISE,4,2,0.1162,4,0.1162,0,0.0,0,0.0,0.0511,776.0,776.0,0.0,0.0,0.1538,0.1538,0.0,0.0,1.25,1.25,0.0,0.0,0.44,0.31,0.26,0.1162,0.0,0.0,0.1162,0.0511,0.0,0.0,0.0511,incidents_found,0.0511
APOLLO TYRES LTD,APOLLO_TYRES_LTD,15,11,8.8191,7,4.6935,4,2.2424,4,1.8832,3.2499,327.73,183.14,277.5,631.0,0.5275,0.622,0.5884,0.3014,1.7667,1.5,1.5,2.5,0.44,0.31,0.26,4.6935,2.2424,1.8832,8.8191,2.0651,0.6951,0.4896,3.2499,incidents_found,3.2499
APTUS VALUE HOUSING FINANCE,APTUS_VALUE_HOUSING_FINANCE,2,2,1.5859,0,0.0,0,0.0,2,1.5859,0.4123,107.5,0.0,0.0,107.5,0.7477,0.0,0.0,0.7477,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.5859,1.5859,0.0,0.0,0.4123,0.4123,incidents_found,0.4123
ASAHI INDIA GLASS LTD,ASAHI_INDIA_GLASS_LTD,3,3,1.2308,2,1.2292,1,0.0016,0,0.0,0.5413,1326.67,739.5,2501.0,0.0,0.2082,0.3117,0.0011,0.0,1.5,1.5,1.5,0.0,0.44,0.31,0.26,1.2292,0.0016,0.0,1.2308,0.5408,0.0005,0.0,0.5413,incidents_found,0.5413
ASHOK LEYLAND LTD,ASHOK_LEYLAND_LTD,7,5,1.8059,3,0.8768,2,0.1054,2,0.8237,0.6326,1059.57,909.67,1414.0,930.0,0.1373,0.2346,0.0271,0.1015,1.7857,1.1667,1.5,3.0,0.44,0.31,0.26,0.8768,0.1054,0.8237,1.8059,0.3858,0.0327,0.2142,0.6326,incidents_found,0.6326
ASIAN PAINTS LTD,ASIAN_PAINTS_LTD,8,3,2.1349,1,0.6213,2,0.2057,5,1.308,0.6772,425.62,91.0,480.0,470.8,0.5299,0.7793,0.3928,0.5349,1.1875,1.5,1.25,1.1,0.44,0.31,0.26,0.6213,0.2057,1.308,2.1349,0.2734,0.0638,0.3401,0.6772,incidents_found,0.6772
ASTER DM HEALTHCARE LTD,ASTER_DM_HEALTHCARE_LTD,2,2,2.1203,1,0.8889,0,0.0,1,1.2315,0.7113,131.5,191.0,0.0,72.0,0.7068,0.5926,0.0,0.821,1.5,1.5,0.0,1.5,0.44,0.31,0.26,0.8889,0.0,1.2315,2.1203,0.3911,0.0,0.3202,0.7113,incidents_found,0.7113
ASTRAL LTD,ASTRAL_LTD,4,1,1.5836,1,0.0,1,0.0,2,1.5836,0.4117,335.5,325.0,783.0,117.0,0.5009,0.4105,0.117,0.738,1.125,1.0,1.0,1.25,0.44,0.31,0.26,0.0,0.0,1.5836,1.5836,0.0,0.0,0.4117,0.4117,incidents_found,0.4117
ASTRAZENECA PHARMA INDIA LTD,ASTRAZENECA_PHARMA_INDIA_LTD,1,1,1.1374,0,0.0,0,0.0,1,1.1374,0.2957,101.0,0.0,0.0,101.0,0.7583,0.0,0.0,0.7583,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.1374,1.1374,0.0,0.0,0.2957,0.2957,incidents_found,0.2957
ATHER ENERGY LTD,ATHER_ENERGY_LTD,2,2,0.8074,1,0.0614,1,0.746,0,0.0,0.2583,571.0,1063.0,79.0,0.0,0.4299,0.0543,0.8054,0.0,1.5,1.5,1.5,0.0,0.44,0.31,0.26,0.0614,0.746,0.0,0.8074,0.027,0.2313,0.0,0.2583,incidents_found,0.2583
ATUL LTD,ATUL_LTD,10,6,6.7483,1,0.0195,2,1.2801,7,5.4488,1.8221,668.6,1585.0,945.5,458.57,0.3878,0.013,0.1506,0.5091,1.9,1.5,2.25,1.8571,0.44,0.31,0.26,0.0195,1.2801,5.4488,6.7483,0.0086,0.3968,1.4167,1.8221,incidents_found,1.8221
AU SMALL FINANCE BANK LTD,AU_SMALL_FINANCE_BANK_LTD,8,8,15.2511,4,8.2888,1,1.4959,3,5.4664,5.5321,198.62,124.25,254.0,279.33,0.6468,0.7322,0.4986,0.5821,3.0,3.0,3.0,3.0,0.44,0.31,0.26,8.2888,1.4959,5.4664,15.2511,3.6471,0.4637,1.4213,5.5321,incidents_found,5.5321
AUROBINDO PHARMA LTD,AUROBINDO_PHARMA_LTD,11,7,1.0879,2,0.0,2,0.3404,7,0.7475,0.2999,974.36,242.0,1089.5,1150.71,0.1472,0.5675,0.0804,0.0462,2.0,1.0,1.5,2.4286,0.44,0.31,0.26,0.0,0.3404,0.7475,1.0879,0.0,0.1055,0.1944,0.2999,incidents_found,0.2999
AUTHUM INVESTMENT INFRASTUCT,AUTHUM_INVESTMENT_INFRASTUCT,1,1,0.6948,0,0.0,0,0.0,1,0.6948,0.1807,129.0,0.0,0.0,129.0,0.7023,0.0,0.0,0.7023,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.6948,0.6948,0.0,0.0,0.1807,0.1807,incidents_found,0.1807
AVENUE SUPERMARTS LTD,AVENUE_SUPERMARTS_LTD,3,1,0.9624,0,0.0,1,0.0,2,0.9624,0.2502,646.67,0.0,1530.0,205.0,0.3879,0.0,0.0151,0.5742,1.1667,0.0,1.0,1.25,0.44,0.31,0.26,0.0,0.0,0.9624,0.9624,0.0,0.0,0.2502,0.2502,incidents_found,0.2502
AWL AGRI BUSINESS LTD,AWL_AGRI_BUSINESS_LTD,5,4,16.5949,1,0.0,0,0.0,4,16.5949,4.3147,104.8,238.0,0.0,71.5,0.7625,0.521,0.0,0.8229,2.3,1.0,0.0,2.625,0.44,0.31,0.26,0.0,0.0,16.5949,16.5949,0.0,0.0,4.3147,4.3147,incidents_found,4.3147
AXIS BANK LTD,AXIS_BANK_LTD,14,14,23.8298,4,6.8663,3,2.7621,7,14.2015,7.5698,437.79,89.0,605.33,565.29,0.4978,0.7905,0.3386,0.3987,3.0,3.0,3.0,3.0,0.44,0.31,0.26,6.8663,2.7621,14.2015,23.8298,3.0212,0.8563,3.6924,7.5698,incidents_found,7.5698
BAJAJ AUTO LTD,BAJAJ_AUTO_LTD,3,2,0.0197,1,0.0,2,0.0197,0,0.0,0.0061,1409.0,888.0,1669.5,0.0,0.0363,0.0878,0.0106,0.0,1.3333,1.0,1.5,0.0,0.44,0.31,0.26,0.0,0.0197,0.0,0.0197,0.0,0.0061,0.0,0.0061,incidents_found,0.0061
BAJAJ FINANCE LTD,BAJAJ_FINANCE_LTD,8,8,10.4515,0,0.0,4,3.594,4,6.8575,2.8971,482.88,0.0,534.25,431.5,0.333,0.0,0.2314,0.4347,2.3125,0.0,2.0,2.625,0.44,0.31,0.26,0.0,3.594,6.8575,10.4515,0.0,1.1141,1.7829,2.8971,incidents_found,2.8971
BAJAJ FINSERV LTD,BAJAJ_FINSERV_LTD,5,1,0.0118,3,0.0,2,0.0118,0,0.0,0.0037,519.6,223.67,963.5,0.0,0.4581,0.5458,0.3265,0.0,1.1,1.0,1.25,0.0,0.44,0.31,0.26,0.0,0.0118,0.0,0.0118,0.0,0.0037,0.0,0.0037,incidents_found,0.0037
BAJAJ HOLDINGS AND INVESTMEN,BAJAJ_HOLDINGS_AND_INVESTMEN,1,1,0.5762,0,0.0,0,0.0,1,0.5762,0.1498,814.0,0.0,0.0,814.0,0.1075,0.0,0.0,0.1075,3.0,0.0,0.0,3.0,0.44,0.31,0.26,0.0,0.0,0.5762,0.5762,0.0,0.0,0.1498,0.1498,incidents_found,0.1498
BAJAJ HOUSING FINANCE LTD,BAJAJ_HOUSING_FINANCE_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
BALKRISHNA INDUSTRIES LTD,BALKRISHNA_INDUSTRIES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
BALRAMPUR CHINI MILLS LTD,BALRAMPUR_CHINI_MILLS_LTD,2,2,2.0654,1,0.7358,0,0.0,1,1.3297,0.6694,152.0,260.0,0.0,44.0,0.6885,0.4905,0.0,0.8864,1.5,1.5,0.0,1.5,0.44,0.31,0.26,0.7358,0.0,1.3297,2.0654,0.3237,0.0,0.3457,0.6694,incidents_found,0.6694
BANDHAN BANK LTD,BANDHAN_BANK_LTD,6,6,10.4719,1,1.0811,0,0.0,5,9.3907,2.9173,484.0,269.0,0.0,527.0,0.3375,0.4786,0.0,0.3093,3.0,3.0,0.0,3.0,0.44,0.31,0.26,1.0811,0.0,9.3907,10.4719,0.4757,0.0,2.4416,2.9173,incidents_found,2.9173
BANK OF BARODA,BANK_OF_BARODA,9,9,14.0785,7,9.1938,1,2.2544,1,2.6303,5.428,149.0,150.0,243.0,48.0,0.6874,0.6852,0.5139,0.8768,3.0,3.0,3.0,3.0,0.44,0.31,0.26,9.1938,2.2544,2.6303,14.0785,4.0453,0.6989,0.6839,5.428,incidents_found,5.428
BANK OF INDIA,BANK_OF_INDIA,7,7,13.1853,1,0.1896,3,5.5809,3,7.4149,3.7414,259.29,1008.0,143.33,125.67,0.6205,0.0632,0.6816,0.7452,3.0,3.0,3.0,3.0,0.44,0.31,0.26,0.1896,5.5809,7.4149,13.1853,0.0834,1.7301,1.9279,3.7414,incidents_found,3.7414
BANK OF MAHARASHTRA,BANK_OF_MAHARASHTRA,16,16,34.9956,7,11.8916,2,3.1581,7,19.9459,11.3972,127.62,141.71,176.0,99.71,0.7242,0.6983,0.6187,0.7803,3.0,3.0,3.0,3.0,0.44,0.31,0.26,11.8916,3.1581,19.9459,34.9956,5.2323,0.979,5.1859,11.3972,incidents_found,11.3972
BASF INDIA LTD,BASF_INDIA_LTD,17,15,10.4512,7,3.4961,7,3.517,3,3.4381,3.5225,558.88,346.0,700.29,725.67,0.3608,0.4968,0.2516,0.2981,1.5294,1.3571,1.5,2.0,0.44,0.31,0.26,3.4961,3.517,3.4381,10.4512,1.5383,1.0903,0.8939,3.5225,incidents_found,3.5225
BATA INDIA LTD,BATA_INDIA_LTD,5,4,4.0452,3,0.4546,1,0.1485,1,3.442,1.141,618.2,704.67,844.0,133.0,0.2826,0.2064,0.099,0.6946,2.0,1.8333,1.5,3.0,0.44,0.31,0.26,0.4546,0.1485,3.442,4.0452,0.2,0.046,0.8949,1.141,incidents_found,1.141
BAYER CROPSCIENCE LTD,BAYER_CROPSCIENCE_LTD,2,2,5.8293,0,0.0,0,0.0,2,5.8293,1.5156,80.5,0.0,0.0,80.5,0.8047,0.0,0.0,0.8047,2.25,0.0,0.0,2.25,0.44,0.31,0.26,0.0,0.0,5.8293,5.8293,0.0,0.0,1.5156,1.5156,incidents_found,1.5156
BEML LTD,BEML_LTD,9,5,2.8125,2,1.487,3,0.2978,4,1.0277,1.0138,518.78,191.5,958.0,353.0,0.4982,0.5937,0.3184,0.5852,1.3333,1.5,1.5,1.125,0.44,0.31,0.26,1.487,0.2978,1.0277,2.8125,0.6543,0.0923,0.2672,1.0138,incidents_found,1.0138
BERGER PAINTS INDIA LTD,BERGER_PAINTS_INDIA_LTD,6,6,1.9386,3,1.2253,3,0.7134,0,0.0,0.7603,798.5,526.0,1071.0,0.0,0.1893,0.2681,0.1106,0.0,1.75,2.0,1.5,0.0,0.44,0.31,0.26,1.2253,0.7134,0.0,1.9386,0.5391,0.2211,0.0,0.7603,incidents_found,0.7603
BHARAT DYNAMICS LTD,BHARAT_DYNAMICS_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
BHARAT ELECTRONICS LTD,BHARAT_ELECTRONICS_LTD,4,0,0.0,1,0.0,0,0.0,3,0.0,0.0,163.0,99.0,0.0,184.33,0.6637,0.7624,0.0,0.6308,1.0,1.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
BHARAT FORGE LTD,BHARAT_FORGE_LTD,7,7,2.9557,3,0.7409,2,0.0089,2,2.2059,0.9023,1108.71,540.67,2479.5,590.0,0.1625,0.2352,0.0029,0.2132,2.0,1.6667,1.5,3.0,0.44,0.31,0.26,0.7409,0.0089,2.2059,2.9557,0.326,0.0028,0.5735,0.9023,incidents_found,0.9023
